Ticker,Country,State,Name,Exchange,Currency,Sector,Industry,Market Cap.,Quote Type
0001.HK,Hong Kong,,CK Hutchison Holdings Limited,HKG - HKSE,HKD,Industrials,Conglomerates,292495818752.0,EQUITY
0002.HK,Hong Kong,,CLP Holdings Limited,HKG - HKSE,HKD,Utilities,Utilities - Regulated Electric,224096092160.0,EQUITY
000240.KS,South Korea,,"Hankook Technology Group Co., Ltd.",KSC - KSE,KRW,Consumer Cyclical,Rubber & Plastics,1508384440320.0,EQUITY
0004.HK,Hong Kong,,Wharf (Holdings) Limited,HKG - HKSE,HKD,Real Estate,Real Estate Services,62313811968.0,EQUITY
000400.KS,South Korea,,"Lotte Non - Life Insurance Co., Ltd.",KSC - KSE,KRW,Financial Services,Insurance - Property & Casualty,317333798912.0,EQUITY
0005.HK,United Kingdom,,HSBC Holdings plc,HKG - HKSE,HKD,Financial Services,Banks - Global,1350930137088.0,EQUITY
0008.HK,Hong Kong,,PCCW Limited,HKG - HKSE,HKD,Communication Services,Telecom Services,35478876160.0,EQUITY
000810.KS,South Korea,,"Samsung Fire & Marine Insurance Co., Ltd.",KSC - KSE,KRW,Financial Services,Insurance - Diversified,10813383376896.0,EQUITY
000910.KS,South Korea,,Union Corporation,KSC - KSE,KRW,Basic Materials,Building Materials,82685550592.0,EQUITY
0010.HK,Hong Kong,,Hang Lung Group Limited,HKG - HKSE,HKD,Real Estate,Real Estate Services,28321693696.0,EQUITY
001120.KS,South Korea,,LG International Corp.,KSC - KSE,KRW,Industrials,Industrial Distribution,630144958464.0,EQUITY
0014.HK,Hong Kong,,Hysan Development Company Limited,HKG - HKSE,HKD,Real Estate,Real Estate - General,42279407616.0,EQUITY
001450.KS,South Korea,,Hyundai Marine & Fire Insurance Co. Ltd.,KSC - KSE,KRW,Financial Services,Insurance - Diversified,2380101582848.0,EQUITY
0019.HK,Hong Kong,,Swire Pacific Limited,HKG - HKSE,HKD,Industrials,Conglomerates,132325474304.0,EQUITY
0020.HK,Hong Kong,,Wheelock and Company Limited,HKG - HKSE,HKD,Real Estate,Real Estate - General,107753725952.0,EQUITY
002270.KS,South Korea,,"Lotte Food Co.,Ltd.",KSC - KSE,KRW,Consumer Defensive,Packaged Foods,620237357056.0,EQUITY
0027.HK,Hong Kong,,Galaxy Entertainment Group Limited,HKG - HKSE,HKD,Consumer Cyclical,Resorts & Casinos,202737123328.0,EQUITY
002790.KS,South Korea,,AMOREPACIFIC Group,KSC - KSE,KRW,Consumer Defensive,Household & Personal Products,5092095819776.0,EQUITY
002795.KS,South Korea,,AMOREPACIFIC Group,KSC - KSE,KRW,Consumer Defensive,Household & Personal Products,5085813800960.0,EQUITY
002960.KS,South Korea,,"Hankook Shell Oil Co.,Ltd.",KSC - KSE,KRW,Energy,Oil & Gas Refining & Marketing,423149993984.0,EQUITY
003350.KS,South Korea,,"Hankook Cosmetics Manufacturing Co., Ltd",KSC - KSE,KRW,Consumer Defensive,Household & Personal Products,109475299328.0,EQUITY
0038.HK,China,,First Tractor Company Limited,HKG - HKSE,HKD,Industrials,Farm & Construction Equipment,4135156224.0,EQUITY
004170.KS,South Korea,,Shinsegae Inc.,KSC - KSE,KRW,Consumer Cyclical,Department Stores,2886989250560.0,EQUITY
004365.KS,South Korea,,"Sebang Co., Ltd",KSC - KSE,KRW,Industrials,Integrated Shipping & Logistics,264283586560.0,EQUITY
004380.KS,South Korea,,"Samick THK Co., Ltd.",KSC - KSE,KRW,Technology,Semiconductor Equipment & Materials,232874999808.0,EQUITY
004590.KQ,South Korea,,"Hankook Furniture Co., Ltd.",KOE - KOSDAQ,KRW,,,67200000000.0,EQUITY
004720.KS,South Korea,,Wooridul Pharmaceutical Limited,KSC - KSE,KRW,Healthcare,Drug Manufacturers - Major,80122380288.0,EQUITY
004990.KS,South Korea,,LOTTE Corporation,KSC - KSE,KRW,Consumer Defensive,Confectioners,4479614189568.0,EQUITY
0050.TW,,,Yuanta/P-shares Taiwan Top 50 ETF,TAI - Taiwan,TWD,,,,ETF
0051.TW,,,Yuanta/P-shares Taiwan Mid-Cap 100 ETF,TAI - Taiwan,TWD,,,,ETF
0052.TW,,,Fubon Taiwan Technology Tracker Fund,TAI - Taiwan,TWD,,,,ETF
0053.TW,,,Yuanta/P-shares Taiwan Electronics Tech ETF,TAI - Taiwan,TWD,,,,ETF
005380.KS,South Korea,,Hyundai Motor Company,KSC - KSE,KRW,Consumer Cyclical,Auto Manufacturers,30408699805696.0,EQUITY
005387.KS,South Korea,,Hyundai Motor Company,KSC - KSE,KRW,Consumer Cyclical,Auto Manufacturers,30541711671296.0,EQUITY
0055.TW,,,Yuanta/P-shares MSCI Taiwan Financials ETF,TAI - Taiwan,TWD,,,,ETF
0058.TW,,,Fubon Taiwan Eight Industries ETF,TAI - Taiwan,TWD,,,,ETF
0059.HK,China,,Skyfame Realty (Holdings) Limited,HKG - HKSE,HKD,Real Estate,Real Estate - General,9429977088.0,EQUITY
0059.TW,,,Fubon Taiwan Finance ETF,TAI - Taiwan,TWD,,,,ETF
005930.KS,South Korea,,"Samsung Electronics Co., Ltd.",KSC - KSE,KRW,Technology,Consumer Electronics,293706775134208.0,EQUITY
005935.KS,South Korea,,"Samsung Electronics Co., Ltd.",KSC - KSE,KRW,Technology,Consumer Electronics,293582221082624.0,EQUITY
0064.HK,Hong Kong,,Get Nice Holdings Limited,HKG - HKSE,HKD,Financial Services,Capital Markets,2463991040.0,EQUITY
0069.HK,Hong Kong,,Shangri-La Asia Limited,HKG - HKSE,HKD,Consumer Cyclical,Lodging,34062440448.0,EQUITY
007280.KS,South Korea,,"Korea Steel Shapes Co., Ltd.",KSC - KSE,KRW,Basic Materials,Steel,55000948736.0,EQUITY
008830.KQ,South Korea,,"Daedong Gear Co., Ltd.",KOE - KOSDAQ,KRW,,,29928441856.0,EQUITY
008930.KS,South Korea,,"Hanmi Science Co., Ltd.",KSC - KSE,KRW,Healthcare,Drug Manufacturers - Major,4279290822656.0,EQUITY
009420.KS,South Korea,,"HanAll Biopharma Co., Ltd.",KSC - KSE,KRW,Healthcare,Drug Manufacturers - Major,1392817209344.0,EQUITY
009520.KQ,South Korea,,"Posco M-Tech Co., Ltd.",KOE - KOSDAQ,KRW,,,251938340864.0,EQUITY
0104.HK,Hong Kong,,Asia Commercial Holdings Limited,HKG - HKSE,HKD,Consumer Cyclical,Specialty Retail,433331328.0,EQUITY
0105.HK,Hong Kong,,Associated International Hotels Limited,HKG - HKSE,HKD,Real Estate,Real Estate Services,8136000000.0,EQUITY
010950.KS,South Korea,,S-Oil Corporation,KSC - KSE,KRW,Energy,Oil & Gas Refining & Marketing,9424339992576.0,EQUITY
010955.KS,South Korea,,S-Oil Corporation,KSC - KSE,KRW,Energy,Oil & Gas Refining & Marketing,9477563613184.0,EQUITY
011170.KS,South Korea,,Lotte Chemical Corporation,KSC - KSE,KRW,Basic Materials,Chemicals,8774502318080.0,EQUITY
011760.KS,South Korea,,Hyundai Corporation,KSC - KSE,KRW,Industrials,Industrial Distribution,282354515968.0,EQUITY
0123.HK,Hong Kong,,Yuexiu Property Company Limited,HKG - HKSE,HKD,Real Estate,Real Estate - General,26784380928.0,EQUITY
0129.HK,Hong Kong,,Asia Standard International Group Limited,HKG - HKSE,HKD,Real Estate,Real Estate - General,1887285248.0,EQUITY
0135.HK,Hong Kong,,Kunlun Energy Company Limited,HKG - HKSE,HKD,Energy,Oil & Gas Integrated,56824406016.0,EQUITY
0138.HK,Hong Kong,,CCT Fortis Holdings Limited,HKG - HKSE,HKD,Financial Services,Capital Markets,593715456.0,EQUITY
0146.HK,Hong Kong,,Tai Ping Carpets International Limited,HKG - HKSE,HKD,Consumer Cyclical,Textile Manufacturing,301305536.0,EQUITY
0148.HK,Hong Kong,,Kingboard Holdings Limited,HKG - HKSE,HKD,Basic Materials,Chemicals,22042101760.0,EQUITY
0151.HK,Hong Kong,,Want Want China Holdings Limited,HKG - HKSE,HKD,Consumer Defensive,Packaged Foods,71181500416.0,EQUITY
015360.KS,South Korea,,"Yesco Holdings Co., Ltd.",KSC - KSE,KRW,Utilities,Utilities - Regulated Gas,207316041728.0,EQUITY
015710.KQ,South Korea,,"Kocom Co., Ltd.",KOE - KOSDAQ,KRW,,,136142127104.0,EQUITY
016450.KS,South Korea,,"Hansae Yes24 Holdings Co., Ltd",KSC - KSE,KRW,Consumer Cyclical,Textile Manufacturing,342404268032.0,EQUITY
0175.HK,Hong Kong,,Geely Automobile Holdings Limited,HKG - HKSE,HKD,Consumer Cyclical,Auto Manufacturers,116844896256.0,EQUITY
017800.KS,South Korea,,"Hyundai Elevator Co., Ltd",KSC - KSE,KRW,Industrials,Diversified Industrials,2273149714432.0,EQUITY
0200.HK,Hong Kong,,Melco International Development Limited,HKG - HKSE,HKD,Consumer Cyclical,Resorts & Casinos,23421857792.0,EQUITY
021240.KS,South Korea,,"Woongjin Coway Co., Ltd.",KSC - KSE,KRW,Industrials,Pollution & Treatment Controls,5638550716416.0,EQUITY
0220.HK,China,,Uni-President China Holdings Ltd,HKG - HKSE,HKD,Consumer Defensive,Beverages - Soft Drinks,35245731840.0,EQUITY
022100.KQ,South Korea,,Posco ICT Company Ltd.,KOE - KOSDAQ,KRW,,,842489987072.0,EQUITY
0229.HK,Hong Kong,,Raymond Industrial Limited,HKG - HKSE,HKD,Technology,Consumer Electronics,548567552.0,EQUITY
0234.HK,Hong Kong,,New Century Group Hong Kong Limited,HKG - HKSE,HKD,Industrials,Shipping & Ports,682083648.0,EQUITY
023530.KS,South Korea,,"Lotte Shopping Co., Ltd.",KSC - KSE,KRW,Consumer Cyclical,Department Stores,4495041363968.0,EQUITY
023890.KQ,South Korea,,"Hankook Atlasbx Co.,Ltd.",KOE - KOSDAQ,KRW,,,256382189568.0,EQUITY
0241.HK,Hong Kong,,Alibaba Health Information Technology Limited,HKG - HKSE,HKD,Consumer Defensive,Pharmaceutical Retailers,83200516096.0,EQUITY
024110.KS,South Korea,,Industrial Bank of Korea,KSC - KSE,KRW,Financial Services,Banks - Regional - Asia,7962974224384.0,EQUITY
0250.HK,Hong Kong,,Sino-i Technology Limited,HKG - HKSE,HKD,Technology,Information Technology Services,1498714496.0,EQUITY
025530.KS,South Korea,,"SJM Holdings Co.,Ltd.",KSC - KSE,KRW,Consumer Cyclical,Auto Parts,44315041792.0,EQUITY
025560.KS,South Korea,,Mirae Corporation,KSC - KSE,KRW,Technology,Semiconductor Equipment & Materials,95735660544.0,EQUITY
025890.KS,South Korea,,"Hankook Steel Co., Ltd.",KSC - KSE,KRW,Basic Materials,Steel,19948834816.0,EQUITY
0267.HK,Hong Kong,,CITIC Limited,HKG - HKSE,HKD,Industrials,Conglomerates,313011634176.0,EQUITY
0268.HK,China,,Kingdee International Software Group Company Limited,HKG - HKSE,HKD,Technology,Software - Application,27124369408.0,EQUITY
0282.HK,Hong Kong,,Next Digital Limited,HKG - HKSE,HKD,Consumer Cyclical,Publishing,500879872.0,EQUITY
028300.KQ,South Korea,,"HLB Co., Ltd.",KOE - KOSDAQ,KRW,,,2837526872064.0,EQUITY
0285.HK,China,,BYD Electronic (International) Company Limited,HKG - HKSE,HKD,Technology,Electronic Components,23207958528.0,EQUITY
0293.HK,Hong Kong,,Cathay Pacific Airways Limited,HKG - HKSE,HKD,Industrials,Airlines,43508269056.0,EQUITY
030190.KQ,South Korea,,"NICE Information Service Co., Ltd.",KOE - KOSDAQ,KRW,,,1022821990400.0,EQUITY
0315.HK,Hong Kong,,SmarTone Telecommunications Holdings Limited,HKG - HKSE,HKD,Communication Services,Telecom Services,8596756480.0,EQUITY
0322.HK,China,,Tingyi (Cayman Islands) Holding Corp.,HKG - HKSE,HKD,Consumer Defensive,Packaged Foods,68603531264.0,EQUITY
032350.KS,South Korea,,"Lotte Tour Development Co., Ltd.",KSC - KSE,KRW,Consumer Cyclical,Leisure,872980348928.0,EQUITY
032640.KS,South Korea,,LG Uplus Corp.,KSC - KSE,KRW,Communication Services,Telecom Services,6178045689856.0,EQUITY
035250.KS,South Korea,,"Kangwon Land, Inc.",KSC - KSE,KRW,Consumer Cyclical,Resorts & Casinos,6254498414592.0,EQUITY
035420.KS,South Korea,,NAVER Corporation,KSC - KSE,KRW,Technology,Internet Content & Information,16226314092544.0,EQUITY
035720.KS,South Korea,,Kakao Corp.,KSC - KSE,KRW,Technology,Internet Content & Information,10007604101120.0,EQUITY
036420.KQ,South Korea,,Jcontentree corp.,KOE - KOSDAQ,KRW,,,707869999104.0,EQUITY
036570.KS,South Korea,,Ncsoft Corporation,KSC - KSE,KRW,Technology,Electronic Gaming & Multimedia,9465653886976.0,EQUITY
036800.KQ,South Korea,,"Nice Information & Telecommunication, Inc.",KOE - KOSDAQ,KRW,,,201468821504.0,EQUITY
039130.KS,South Korea,,Hanatour Service Inc.,KSC - KSE,KRW,Consumer Cyclical,Leisure,632592007168.0,EQUITY
039230.KQ,South Korea,,"AIBIT Co., Ltd.",KOE - KOSDAQ,KRW,,,64087863296.0,EQUITY
039830.KQ,South Korea,,Aurora World Corporation,KOE - KOSDAQ,KRW,,,137498066944.0,EQUITY
0405.HK,Hong Kong,,Yuexiu Real Estate Investment Trust,HKG - HKSE,HKD,Real Estate,REIT - Diversified,16627574784.0,EQUITY
0411.HK,Hong Kong,,Lam Soon (Hong Kong) Limited,HKG - HKSE,HKD,Consumer Defensive,Packaged Foods,3744768000.0,EQUITY
041140.KQ,South Korea,,"Nexon GT Co., Ltd.",KOE - KOSDAQ,KRW,,,475934392320.0,EQUITY
0425.HK,China,,Minth Group Limited,HKG - HKSE,HKD,Consumer Cyclical,Auto Parts,23748284416.0,EQUITY
042700.KS,South Korea,,"HANMI Semiconductor Co., Ltd.",KSC - KSE,KRW,Technology,Semiconductor Equipment & Materials,347370291200.0,EQUITY
043220.KQ,South Korea,,"HLB Power Co., Ltd.",KOE - KOSDAQ,KRW,,,60317077504.0,EQUITY
044480.KQ,South Korea,,"BioGenetics CO.,LTD.",KOE - KOSDAQ,KRW,,,80686006272.0,EQUITY
047050.KS,South Korea,,Posco International Corporation,KSC - KSE,KRW,Industrials,Industrial Distribution,2109712498688.0,EQUITY
0480.HK,Hong Kong,,HKR International Limited,HKG - HKSE,HKD,Real Estate,Real Estate Services,5837229056.0,EQUITY
0489.HK,China,,Dongfeng Motor Group Company Limited,HKG - HKSE,HKD,Consumer Cyclical,Auto Manufacturers,54367719424.0,EQUITY
050540.KQ,South Korea,,HANKOOK Corporation Inc.,KOE - KOSDAQ,KRW,,,88510668800.0,EQUITY
051600.KS,South Korea,,"KEPCO Plant Service & Engineering Co.,Ltd.",KSC - KSE,KRW,Industrials,Diversified Industrials,1412999938048.0,EQUITY
053280.KQ,South Korea,,"YES24 Co.,Ltd",KOE - KOSDAQ,KRW,,,115068002304.0,EQUITY
056700.KQ,South Korea,,Shinwha Intertek Corp.,KOE - KOSDAQ,KRW,,,132435673088.0,EQUITY
0581.HK,Hong Kong,,China Oriental Group Company Limited,HKG - HKSE,HKD,Basic Materials,Steel,16230405120.0,EQUITY
0582.HK,Hong Kong,,Landing International Development Limited,HKG - HKSE,HKD,Consumer Cyclical,Resorts & Casinos,3404483840.0,EQUITY
0583.HK,Hong Kong,,Great Wall Pan Asia Holdings Limited,HKG - HKSE,HKD,Real Estate,Real Estate - General,846585024.0,EQUITY
058430.KS,South Korea,,"POSCO Coated & Color Steel Co., Ltd.",KSC - KSE,KRW,Industrials,Metal Fabrication,116399996928.0,EQUITY
0629.HK,Hong Kong,,Yue Da International Holdings Limited,HKG - HKSE,HKD,Basic Materials,Industrial Metals & Minerals,537569792.0,EQUITY
063570.KQ,South Korea,,"NICE Total Cash Management Co., Ltd",KOE - KOSDAQ,KRW,,,303149875200.0,EQUITY
0656.HK,China,,Fosun International Limited,HKG - HKSE,HKD,Financial Services,Insurance - Diversified,85732368384.0,EQUITY
0659.HK,Hong Kong,,NWS Holdings Limited,HKG - HKSE,HKD,Industrials,Engineering & Construction,59707666432.0,EQUITY
0665.HK,Hong Kong,,Haitong International Securities Group Limited,HKG - HKSE,HKD,Financial Services,Capital Markets,13264436224.0,EQUITY
0669.HK,Hong Kong,,Techtronic Industries Company Limited,HKG - HKSE,HKD,Industrials,Tools & Accessories,94874755072.0,EQUITY
067630.KQ,South Korea,,"HLB Life Science Co., Ltd.",KOE - KOSDAQ,KRW,,,744030928896.0,EQUITY
0678.HK,Hong Kong,,Genting Hong Kong Limited,HKG - HKSE,HKD,Consumer Cyclical,Leisure,8567314432.0,EQUITY
068270.KS,South Korea,,"Celltrion, Inc.",KSC - KSE,KRW,Healthcare,Biotechnology,25091870031872.0,EQUITY
0683.HK,Hong Kong,,Kerry Properties Limited,HKG - HKSE,HKD,Real Estate,Real Estate - General,44027662336.0,EQUITY
068760.KQ,South Korea,,"Celltrion Pharm, Inc.",KOE - KOSDAQ,KRW,,,1753703776256.0,EQUITY
0696.HK,China,,TravelSky Technology Limited,HKG - HKSE,HKD,Technology,Information Technology Services,45297729536.0,EQUITY
0700.HK,China,,Tencent Holdings Limited,HKG - HKSE,HKD,Technology,Internet Content & Information,3124688584704.0,EQUITY
072020.KQ,South Korea,,"Choong Ang Vaccine Laboratory Co., Ltd.",KOE - KOSDAQ,KRW,,,215135993856.0,EQUITY
072470.KQ,South Korea,,"Woory Industrial Holdings Co.,Ltd.",KOE - KOSDAQ,KRW,,,89328615424.0,EQUITY
078890.KQ,South Korea,,"Kaonmedia Co, Ltd.",KOE - KOSDAQ,KRW,,,187583873024.0,EQUITY
0801.HK,China,,Golden Meditech Holdings Limited,HKG - HKSE,HKD,Healthcare,Medical Instruments & Supplies,2625236992.0,EQUITY
0812.HK,Hong Kong,,Southwest Securities International Securities Limited,HKG - HKSE,HKD,Financial Services,Capital Markets,380830304.0,EQUITY
0813.HK,Hong Kong,,Shimao Property Holdings Limited,HKG - HKSE,HKD,Real Estate,Real Estate - General,68635365376.0,EQUITY
0823.HK,Hong Kong,,Link Real Estate Investment Trust,HKG - HKSE,HKD,Real Estate,REIT - Retail,204393103360.0,EQUITY
0857.HK,China,,PetroChina Company Limited,HKG - HKSE,HKD,Energy,Oil & Gas Integrated,1430799777792.0,EQUITY
0858.HK,Hong Kong,,Extrawell Pharmaceutical Holdings Limited,HKG - HKSE,HKD,Healthcare,Medical Distribution,188810016.0,EQUITY
086790.KS,South Korea,,Hana Financial Group Inc.,KSC - KSE,KRW,Financial Services,Banks - Regional - Asia,11259074314240.0,EQUITY
0880.HK,Hong Kong,,SJM Holdings Limited,HKG - HKSE,HKD,Consumer Cyclical,Resorts & Casinos,49107832832.0,EQUITY
0883.HK,Hong Kong,,CNOOC Limited,HKG - HKSE,HKD,Energy,Oil & Gas E&P,123240384.0,EQUITY
089890.KQ,South Korea,,"KOSES Co.,Ltd",KOE - KOSDAQ,KRW,,,130771517440.0,EQUITY
090430.KS,South Korea,,Amorepacific Corporation,KSC - KSE,KRW,Consumer Defensive,Household & Personal Products,11543814078464.0,EQUITY
090435.KS,South Korea,,Amorepacific Corporation,KSC - KSE,KRW,Consumer Defensive,Household & Personal Products,11288625283072.0,EQUITY
0941.HK,Hong Kong,,China Mobile Limited,HKG - HKSE,HKD,Communication Services,Telecom Services,1441475330048.0,EQUITY
0945.HK,Canada,ON,Manulife Financial Corporation,HKG - HKSE,HKD,Financial Services,Insurance - Life,282931331072.0,EQUITY
0992.HK,Hong Kong,,Lenovo Group Limited,HKG - HKSE,HKD,Technology,Computer Systems,67643326464.0,EQUITY
0996.HK,Hong Kong,,Carnival Group International Holdings Limited,HKG - HKSE,HKD,Real Estate,Real Estate - General,853027200.0,EQUITY
0WP.F,United Kingdom,,WPP plc,FRA - Frankfurt,EUR,Consumer Cyclical,Advertising Agencies,14514884608.0,EQUITY
1044.HK,China,,Hengan International Group Company Limited,HKG - HKSE,HKD,Consumer Defensive,Household & Personal Products,69120409600.0,EQUITY
1052.HK,Hong Kong,,Yuexiu Transport Infrastructure Limited,HKG - HKSE,HKD,Industrials,Infrastructure Operations,10356859904.0,EQUITY
1060.HK,Hong Kong,,Alibaba Pictures Group Limited,HKG - HKSE,HKD,Consumer Cyclical,Media - Diversified,42839519232.0,EQUITY
1061.HK,Hong Kong,,Essex Bio-Technology Limited,HKG - HKSE,HKD,Healthcare,Biotechnology,4022312448.0,EQUITY
1063.HK,Hong Kong,,Suncorp Technologies Limited,HKG - HKSE,HKD,Technology,Communication Equipment,273882592.0,EQUITY
1093.HK,China,,CSPC Pharmaceutical Group Limited,HKG - HKSE,HKD,Healthcare,Drug Manufacturers - Major,71842643968.0,EQUITY
1114.HK,Hong Kong,,Brilliance China Automotive Holdings Limited,HKG - HKSE,HKD,Consumer Cyclical,Auto Manufacturers,41270308864.0,EQUITY
1132.HK,Hong Kong,,Orange Sky Golden Harvest Entertainment (Holdings) Limited,HKG - HKSE,HKD,Consumer Cyclical,Media - Diversified,671920768.0,EQUITY
1138.HK,China,,"COSCO SHIPPING Energy Transportation Co., Ltd.",HKG - HKSE,HKD,Industrials,Shipping & Ports,22763405312.0,EQUITY
1169.HK,Hong Kong,,"Haier Electronics Group Co., Ltd.",HKG - HKSE,HKD,Technology,Consumer Electronics,55872397312.0,EQUITY
1211.HK,China,,BYD Company Limited,HKG - HKSE,HKD,Consumer Cyclical,Auto Manufacturers,136301412352.0,EQUITY
1215.TW,Taiwan,,"Charoen Pokphand Enterprise(Taiwan) Co., Ltd.",TAI - Taiwan,TWD,Consumer Defensive,Packaged Foods,17071027200.0,EQUITY
1216.TW,Taiwan,,Uni-President Enterprises Corp.,TAI - Taiwan,TWD,Consumer Defensive,Packaged Foods,461379993600.0,EQUITY
1225.TW,Taiwan,,"Formosa Oilseed Processing Co., Ltd.",TAI - Taiwan,TWD,Consumer Defensive,Packaged Foods,15746616320.0,EQUITY
1292.HK,Hong Kong,,"Changan Minsheng APLL Logistics Co., Ltd.",HKG - HKSE,HKD,Industrials,Integrated Shipping & Logistics,478088800.0,EQUITY
1306.T,,,Nomura Topix Listed,JPX - Tokyo,JPY,,,,ETF
1344.T,,,MAXIS TOPIX Core 30 ETF,JPX - Tokyo,JPY,,,,ETF
1398.HK,China,,Industrial and Commercial Bank of China Limited,HKG - HKSE,HKD,Financial Services,Banks - Global,2025552740352.0,EQUITY
1434.TW,Taiwan,,"Formosa Taffeta Co., Ltd.",TAI - Taiwan,TWD,Consumer Cyclical,Textile Manufacturing,65025536000.0,EQUITY
1488.HK,Hong Kong,,Best Food Holding Company Limited,HKG - HKSE,HKD,Industrials,Conglomerates,1831245568.0,EQUITY
1519.TW,Taiwan,,"Fortune Electric Co., Ltd.",TAI - Taiwan,TWD,Industrials,Diversified Industrials,7048593408.0,EQUITY
1709.TW,Taiwan,,Formosan Union Chemical Corp.,TAI - Taiwan,TWD,Basic Materials,Chemicals,6853964800.0,EQUITY
1766.HK,China,,CRRC Corporation Limited,HKG - HKSE,HKD,Industrials,Railroads,217215746048.0,EQUITY
1883.HK,Hong Kong,,CITIC Telecom International Holdings Limited,HKG - HKSE,HKD,Communication Services,Telecom Services,10844746752.0,EQUITY
1888.HK,Hong Kong,,Kingboard Laminates Holdings Limited,HKG - HKSE,HKD,Technology,Electronic Components,21228089344.0,EQUITY
1972.HK,Hong Kong,,Swire Properties Limited,HKG - HKSE,HKD,Real Estate,Real Estate Services,195682500608.0,EQUITY
1BR1.F,France,,Unibail-Rodamco-Westfield,FRA - Frankfurt,EUR,Real Estate,REIT - Retail,18673696768.0,EQUITY
1NBA.F,Belgium,,Anheuser-Busch InBev SA/NV,FRA - Frankfurt,EUR,Consumer Defensive,Beverages - Brewers,147381616640.0,EQUITY
2008.TW,Taiwan,,Kao Hsing Chang Iron & Steel Corp.,TAI - Taiwan,TWD,Basic Materials,Steel,2480522240.0,EQUITY
2038.HK,China,,FIH Mobile Limited,HKG - HKSE,HKD,Technology,Communication Equipment,7064100352.0,EQUITY
20MICRONS.NS,India,,20 Microns Limited,NSI - NSE,INR,Basic Materials,Industrial Metals & Minerals,1332248064.0,EQUITY
2102.TW,Taiwan,,Federal Corporation,TAI - Taiwan,TWD,Consumer Cyclical,Rubber & Plastics,5698717696.0,EQUITY
2107.TW,Taiwan,,Formosan Rubber Group Inc.,TAI - Taiwan,TWD,Consumer Cyclical,Rubber & Plastics,6229999616.0,EQUITY
21STCENMGM.BO,India,,Twentyfirst Century Management Services Limited,BSE - BSE,INR,Financial Services,Capital Markets,207375008.0,EQUITY
2207.TW,Taiwan,,"Hotai Motor Co.,Ltd.",TAI - Taiwan,TWD,Consumer Cyclical,Auto Manufacturers,278551298048.0,EQUITY
2227.TW,Taiwan,,"Yulon Nissan Motor Co., Ltd",TAI - Taiwan,TWD,Consumer Cyclical,Auto Manufacturers,82800001024.0,EQUITY
2301.TW,Taiwan,,Lite-On Technology Corporation,TAI - Taiwan,TWD,Technology,Computer Systems,113808162816.0,EQUITY
2313.HK,China,,Shenzhou International Group Holdings Limited,HKG - HKSE,HKD,Consumer Cyclical,Textile Manufacturing,140250431488.0,EQUITY
2318.HK,China,,"Ping An Insurance (Group) Company of China, Ltd.",HKG - HKSE,HKD,Financial Services,Insurance - Life,1730003861504.0,EQUITY
2319.HK,Hong Kong,,China Mengniu Dairy Company Limited,HKG - HKSE,HKD,Consumer Defensive,Packaged Foods,113775820800.0,EQUITY
2324.TW,Taiwan,,"Compal Electronics, Inc.",TAI - Taiwan,TWD,Technology,Computer Systems,85399756800.0,EQUITY
2327.TW,Taiwan,,Yageo Corporation,TAI - Taiwan,TWD,Technology,Electronic Components,103918460928.0,EQUITY
2328.HK,China,,PICC Property and Casualty Company Limited,HKG - HKSE,HKD,Financial Services,Insurance - Property & Casualty,181946105856.0,EQUITY
2330.TW,Taiwan,,Taiwan Semiconductor Manufacturing Company Limited,TAI - Taiwan,TWD,Technology,Semiconductors,6015852478464.0,EQUITY
2338.HK,China,,"Weichai Power Co., Ltd.",HKG - HKSE,HKD,Industrials,Diversified Industrials,108504416256.0,EQUITY
2339.HK,Hong Kong,,BeijingWest Industries International Limited,HKG - HKSE,HKD,Consumer Cyclical,Auto Parts,402037312.0,EQUITY
2357.TW,Taiwan,,ASUSTeK Computer Inc.,TAI - Taiwan,TWD,Technology,Computer Systems,160807534592.0,EQUITY
2373.TW,Taiwan,,Aurora Corporation,TAI - Taiwan,TWD,Industrials,Business Equipment,21520517120.0,EQUITY
2379.TW,Taiwan,,Realtek Semiconductor Corp.,TAI - Taiwan,TWD,Technology,Semiconductors,103651385344.0,EQUITY
2382.HK,China,,Sunny Optical Technology (Group) Company Limited,HKG - HKSE,HKD,Technology,Electronic Components,73922666496.0,EQUITY
2382.TW,Taiwan,,Quanta Computer Inc.,TAI - Taiwan,TWD,Technology,Computer Systems,224333070336.0,EQUITY
2388.HK,Hong Kong,,BOC Hong Kong (Holdings) Limited,HKG - HKSE,HKD,Financial Services,Banks - Regional - Asia,320884473856.0,EQUITY
2389.HK,Hong Kong,,Beijing Enterprises Medical and Health Industry Group Limited,HKG - HKSE,HKD,Healthcare,Medical Care,1430490368.0,EQUITY
2395.TW,Taiwan,,"Advantech Co., Ltd.",TAI - Taiwan,TWD,Technology,Computer Systems,181311340544.0,EQUITY
2412.TW,Taiwan,,"Chunghwa Telecom Co., Ltd.",TAI - Taiwan,TWD,Communication Services,Telecom Services,880470589440.0,EQUITY
2454.TW,Taiwan,,MediaTek Inc.,TAI - Taiwan,TWD,Technology,Semiconductors,484980195328.0,EQUITY
2474.TW,Taiwan,,"Catcher Technology Co., Ltd.",TAI - Taiwan,TWD,Industrials,Metal Fabrication,146759483392.0,EQUITY
2475.TW,Taiwan,,"Chunghwa Picture Tubes, Ltd.",TAI - Taiwan,TWD,Technology,Electronic Components,1101506560.0,EQUITY
